category_pair,f1,total_count,cc,un,size,run_id
Möbel & Wohnen | Sport & Freizeit,0.0,106,80cc20rnd,050un,small,0
Spielzeug & Baby | Spielzeug & Baby,0.0,73,80cc20rnd,050un,small,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80cc20rnd,050un,small,0
Elektronik & Computer | Sport & Freizeit,0.0,62,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.0,60,80cc20rnd,050un,small,0
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80cc20rnd,050un,small,0
Möbel & Wohnen | Spielzeug & Baby,0.0,58,80cc20rnd,050un,small,0
Auto & Motorrad | Auto & Motorrad,0.0,55,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Möbel & Wohnen,0.0,48,80cc20rnd,050un,small,0
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80cc20rnd,050un,small,0
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80cc20rnd,050un,small,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,46,80cc20rnd,050un,small,0
Auto & Motorrad | Möbel & Wohnen,0.0,44,80cc20rnd,050un,small,0
Auto & Motorrad | Sport & Freizeit,0.0,38,80cc20rnd,050un,small,0
Gesundheit & Pflege | Möbel & Wohnen,0.0,34,80cc20rnd,050un,small,0
Bürobedarf | Möbel & Wohnen,0.0,32,80cc20rnd,050un,small,0
Gesundheit & Pflege | Kleidung & Accessoires,0.0,31,80cc20rnd,050un,small,0
Auto & Motorrad | Elektronik & Computer,0.0,23,80cc20rnd,050un,small,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.0,22,80cc20rnd,050un,small,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,22,80cc20rnd,050un,small,0
Elektronik & Computer | Spielzeug & Baby,0.0,21,80cc20rnd,050un,small,0
Bürobedarf | Werkzeug & Baumarkt,0.0,20,80cc20rnd,050un,small,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,18,80cc20rnd,050un,small,0
Elektronik & Computer | Gesundheit & Pflege,0.0,18,80cc20rnd,050un,small,0
Gesundheit & Pflege | Gesundheit & Pflege,0.0,17,80cc20rnd,050un,small,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,14,80cc20rnd,050un,small,0
Lebensmittel & Getränke | Möbel & Wohnen,0.0,14,80cc20rnd,050un,small,0
Bürobedarf | Kleidung & Accessoires,0.0,14,80cc20rnd,050un,small,0
Spielzeug & Baby | Sport & Freizeit,0.0,13,80cc20rnd,050un,small,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,12,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,10,80cc20rnd,050un,small,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,10,80cc20rnd,050un,small,0
Bürobedarf | Elektronik & Computer,0.0,9,80cc20rnd,050un,small,0
Lebensmittel & Getränke | Sport & Freizeit,0.0,9,80cc20rnd,050un,small,0
Bürobedarf | Bürobedarf,0.0,9,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Sport & Freizeit,0.0,8,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,8,80cc20rnd,050un,small,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,7,80cc20rnd,050un,small,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,7,80cc20rnd,050un,small,0
Lebensmittel & Getränke | Lebensmittel & Getränke,0.0,7,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,6,80cc20rnd,050un,small,0
Auto & Motorrad | Spielzeug & Baby,0.0,6,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,6,80cc20rnd,050un,small,0
Gesundheit & Pflege | Sport & Freizeit,0.0,5,80cc20rnd,050un,small,0
Auto & Motorrad | Gesundheit & Pflege,0.0,4,80cc20rnd,050un,small,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,4,80cc20rnd,050un,small,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,4,80cc20rnd,050un,small,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,3,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Kleidung & Accessoires",0.0,3,80cc20rnd,050un,small,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,3,80cc20rnd,050un,small,0
Lebensmittel & Getränke | Werkzeug & Baumarkt,0.0,3,80cc20rnd,050un,small,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,3,80cc20rnd,050un,small,0
Auto & Motorrad | Bürobedarf,0.0,2,80cc20rnd,050un,small,0
Bürobedarf | Sport & Freizeit,0.0,2,80cc20rnd,050un,small,0
Kosmetik & Drogerie | Lebensmittel & Getränke,0.0,2,80cc20rnd,050un,small,0
Bürobedarf | Lebensmittel & Getränke,0.0,2,80cc20rnd,050un,small,0
Bürobedarf | Kosmetik & Drogerie,0.0,2,80cc20rnd,050un,small,0
Bürobedarf | Spielzeug & Baby,0.0,2,80cc20rnd,050un,small,0
Haustier & Tierbedarf | Sport & Freizeit,0.0,2,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,80cc20rnd,050un,small,0
Gesundheit & Pflege | Haustier & Tierbedarf,0.0,2,80cc20rnd,050un,small,0
Bürobedarf | Gesundheit & Pflege,0.0,1,80cc20rnd,050un,small,0
Haustier & Tierbedarf | Spielzeug & Baby,0.0,1,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Kosmetik & Drogerie",0.0,1,80cc20rnd,050un,small,0
"Bücher, Filme & Musik | Sport & Freizeit",0.0,1,80cc20rnd,050un,small,0
Haustier & Tierbedarf | Möbel & Wohnen,0.0,1,80cc20rnd,050un,small,0
Kleidung & Accessoires | Kleidung & Accessoires,0.5058139534883721,958,50cc50rnd,100un,medium,1
Möbel & Wohnen | Möbel & Wohnen,0.3954802259887006,806,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Möbel & Wohnen,0.6,367,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Sport & Freizeit,0.375,215,50cc50rnd,100un,medium,1
Elektronik & Computer | Kleidung & Accessoires,0.4166666666666667,169,50cc50rnd,100un,medium,1
Elektronik & Computer | Möbel & Wohnen,0.7272727272727273,147,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5833333333333334,146,50cc50rnd,100un,medium,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.5217391304347826,141,50cc50rnd,100un,medium,1
Sport & Freizeit | Sport & Freizeit,0.45901639344262296,95,50cc50rnd,100un,medium,1
Elektronik & Computer | Elektronik & Computer,0.8363636363636363,95,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,94,50cc50rnd,100un,medium,1
Spielzeug & Baby | Spielzeug & Baby,0.7777777777777778,80,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.2857142857142857,75,50cc50rnd,100un,medium,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5789473684210527,71,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Spielzeug & Baby,0.6666666666666666,70,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Möbel & Wohnen,1.0,69,50cc50rnd,100un,medium,1
Möbel & Wohnen | Sport & Freizeit,0.5714285714285714,69,50cc50rnd,100un,medium,1
Möbel & Wohnen | Spielzeug & Baby,0.7692307692307693,65,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Kleidung & Accessoires,0.5,57,50cc50rnd,100un,medium,1
Auto & Motorrad | Auto & Motorrad,0.7272727272727273,57,50cc50rnd,100un,medium,1
Auto & Motorrad | Kleidung & Accessoires,0.0,52,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Möbel & Wohnen,0.0,40,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Gesundheit & Pflege,0.8,38,50cc50rnd,100un,medium,1
Elektronik & Computer | Kosmetik & Drogerie,0.0,36,50cc50rnd,100un,medium,1
Elektronik & Computer | Werkzeug & Baumarkt,0.25,34,50cc50rnd,100un,medium,1
Elektronik & Computer | Sport & Freizeit,0.0,34,50cc50rnd,100un,medium,1
Auto & Motorrad | Möbel & Wohnen,0.0,33,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Kosmetik & Drogerie,0.8888888888888888,31,50cc50rnd,100un,medium,1
Elektronik & Computer | Spielzeug & Baby,0.0,30,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Sport & Freizeit,0.5,27,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,22,50cc50rnd,100un,medium,1
Sport & Freizeit | Werkzeug & Baumarkt,0.0,20,50cc50rnd,100un,medium,1
Spielzeug & Baby | Sport & Freizeit,0.0,19,50cc50rnd,100un,medium,1
Elektronik & Computer | Gesundheit & Pflege,0.0,15,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Spielzeug & Baby,0.0,13,50cc50rnd,100un,medium,1
Auto & Motorrad | Sport & Freizeit,1.0,13,50cc50rnd,100un,medium,1
Bürobedarf | Kleidung & Accessoires,0.0,13,50cc50rnd,100un,medium,1
Bürobedarf | Möbel & Wohnen,0.3333333333333333,12,50cc50rnd,100un,medium,1
Bürobedarf | Elektronik & Computer,1.0,11,50cc50rnd,100un,medium,1
Auto & Motorrad | Kosmetik & Drogerie,0.0,11,50cc50rnd,100un,medium,1
Auto & Motorrad | Elektronik & Computer,0.0,9,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,1
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,1
Auto & Motorrad | Spielzeug & Baby,0.0,7,50cc50rnd,100un,medium,1
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,100un,medium,1
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,50cc50rnd,100un,medium,1
Lebensmittel & Getränke | Möbel & Wohnen,1.0,6,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,6,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,50cc50rnd,100un,medium,1
Bürobedarf | Sport & Freizeit,0.0,6,50cc50rnd,100un,medium,1
Bürobedarf | Kosmetik & Drogerie,0.0,5,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,50cc50rnd,100un,medium,1
Lebensmittel & Getränke | Sport & Freizeit,0.0,5,50cc50rnd,100un,medium,1
Bürobedarf | Gesundheit & Pflege,0.0,3,50cc50rnd,100un,medium,1
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50cc50rnd,100un,medium,1
Kosmetik & Drogerie | Lebensmittel & Getränke,0.6666666666666666,3,50cc50rnd,100un,medium,1
Elektronik & Computer | Lebensmittel & Getränke,0.0,3,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,50cc50rnd,100un,medium,1
Auto & Motorrad | Bürobedarf,0.0,2,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50cc50rnd,100un,medium,1
Bürobedarf | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,1,50cc50rnd,100un,medium,1
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,1
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,50cc50rnd,100un,medium,1
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,1
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50cc50rnd,100un,medium,1
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Bürobedarf",0.0,1,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,1,50cc50rnd,100un,medium,1
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,50cc50rnd,100un,medium,1
Bürobedarf | Bürobedarf,1.0,1,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,1
Kleidung & Accessoires | Kleidung & Accessoires,0.5206349206349207,958,50cc50rnd,100un,medium,2
Möbel & Wohnen | Möbel & Wohnen,0.4277456647398844,806,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Möbel & Wohnen,0.6,367,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Sport & Freizeit,0.4406779661016949,215,50cc50rnd,100un,medium,2
Elektronik & Computer | Kleidung & Accessoires,0.43478260869565216,169,50cc50rnd,100un,medium,2
Elektronik & Computer | Möbel & Wohnen,0.8181818181818182,147,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5970149253731343,146,50cc50rnd,100un,medium,2
Möbel & Wohnen | Werkzeug & Baumarkt,0.5777777777777777,141,50cc50rnd,100un,medium,2
Sport & Freizeit | Sport & Freizeit,0.5660377358490566,95,50cc50rnd,100un,medium,2
Elektronik & Computer | Elektronik & Computer,0.8771929824561403,95,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,94,50cc50rnd,100un,medium,2
Spielzeug & Baby | Spielzeug & Baby,0.7647058823529411,80,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Werkzeug & Baumarkt,0.2857142857142857,75,50cc50rnd,100un,medium,2
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.6666666666666666,71,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Spielzeug & Baby,1.0,70,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Möbel & Wohnen,1.0,69,50cc50rnd,100un,medium,2
Möbel & Wohnen | Sport & Freizeit,0.6666666666666666,69,50cc50rnd,100un,medium,2
Möbel & Wohnen | Spielzeug & Baby,0.7142857142857143,65,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Kleidung & Accessoires,0.6666666666666666,57,50cc50rnd,100un,medium,2
Auto & Motorrad | Auto & Motorrad,0.782608695652174,57,50cc50rnd,100un,medium,2
Auto & Motorrad | Kleidung & Accessoires,0.0,52,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Möbel & Wohnen,1.0,40,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Gesundheit & Pflege,0.875,38,50cc50rnd,100un,medium,2
Elektronik & Computer | Kosmetik & Drogerie,0.0,36,50cc50rnd,100un,medium,2
Elektronik & Computer | Werkzeug & Baumarkt,0.5714285714285714,34,50cc50rnd,100un,medium,2
Elektronik & Computer | Sport & Freizeit,0.0,34,50cc50rnd,100un,medium,2
Auto & Motorrad | Möbel & Wohnen,0.0,33,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Kosmetik & Drogerie,0.8235294117647058,31,50cc50rnd,100un,medium,2
Elektronik & Computer | Spielzeug & Baby,0.0,30,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Sport & Freizeit,0.5,27,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,22,50cc50rnd,100un,medium,2
Sport & Freizeit | Werkzeug & Baumarkt,0.0,20,50cc50rnd,100un,medium,2
Spielzeug & Baby | Sport & Freizeit,0.0,19,50cc50rnd,100un,medium,2
Elektronik & Computer | Gesundheit & Pflege,0.0,15,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Spielzeug & Baby,0.0,13,50cc50rnd,100un,medium,2
Auto & Motorrad | Sport & Freizeit,1.0,13,50cc50rnd,100un,medium,2
Bürobedarf | Kleidung & Accessoires,0.0,13,50cc50rnd,100un,medium,2
Bürobedarf | Möbel & Wohnen,0.2857142857142857,12,50cc50rnd,100un,medium,2
Bürobedarf | Elektronik & Computer,1.0,11,50cc50rnd,100un,medium,2
Auto & Motorrad | Kosmetik & Drogerie,0.0,11,50cc50rnd,100un,medium,2
Auto & Motorrad | Elektronik & Computer,0.0,9,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,2
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,2
Auto & Motorrad | Spielzeug & Baby,0.0,7,50cc50rnd,100un,medium,2
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,100un,medium,2
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,50cc50rnd,100un,medium,2
Lebensmittel & Getränke | Möbel & Wohnen,1.0,6,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,6,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,50cc50rnd,100un,medium,2
Bürobedarf | Sport & Freizeit,0.0,6,50cc50rnd,100un,medium,2
Bürobedarf | Kosmetik & Drogerie,0.0,5,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,50cc50rnd,100un,medium,2
Lebensmittel & Getränke | Sport & Freizeit,0.0,5,50cc50rnd,100un,medium,2
Bürobedarf | Gesundheit & Pflege,0.0,3,50cc50rnd,100un,medium,2
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50cc50rnd,100un,medium,2
Kosmetik & Drogerie | Lebensmittel & Getränke,0.6666666666666666,3,50cc50rnd,100un,medium,2
Elektronik & Computer | Lebensmittel & Getränke,0.0,3,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,50cc50rnd,100un,medium,2
Auto & Motorrad | Bürobedarf,0.0,2,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50cc50rnd,100un,medium,2
Bürobedarf | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,1,50cc50rnd,100un,medium,2
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,2
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,50cc50rnd,100un,medium,2
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,2
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50cc50rnd,100un,medium,2
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Bürobedarf",0.0,1,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,1,50cc50rnd,100un,medium,2
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,50cc50rnd,100un,medium,2
Bürobedarf | Bürobedarf,1.0,1,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,2
Kleidung & Accessoires | Kleidung & Accessoires,0.4896755162241888,958,50cc50rnd,100un,medium,0
Möbel & Wohnen | Möbel & Wohnen,0.4315068493150685,806,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Möbel & Wohnen,0.4444444444444444,367,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Sport & Freizeit,0.3793103448275862,215,50cc50rnd,100un,medium,0
Elektronik & Computer | Kleidung & Accessoires,0.4,169,50cc50rnd,100un,medium,0
Elektronik & Computer | Möbel & Wohnen,0.8571428571428571,147,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Kosmetik & Drogerie,0.5671641791044776,146,50cc50rnd,100un,medium,0
Möbel & Wohnen | Werkzeug & Baumarkt,0.5641025641025641,141,50cc50rnd,100un,medium,0
Sport & Freizeit | Sport & Freizeit,0.4126984126984127,95,50cc50rnd,100un,medium,0
Elektronik & Computer | Elektronik & Computer,0.8518518518518519,95,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Kosmetik & Drogerie,0.0,94,50cc50rnd,100un,medium,0
Spielzeug & Baby | Spielzeug & Baby,0.75,80,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Werkzeug & Baumarkt,0.3333333333333333,75,50cc50rnd,100un,medium,0
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.5714285714285714,71,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Spielzeug & Baby,1.0,70,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Möbel & Wohnen,1.0,69,50cc50rnd,100un,medium,0
Möbel & Wohnen | Sport & Freizeit,0.5714285714285714,69,50cc50rnd,100un,medium,0
Möbel & Wohnen | Spielzeug & Baby,0.6153846153846154,65,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Kleidung & Accessoires,0.5,57,50cc50rnd,100un,medium,0
Auto & Motorrad | Auto & Motorrad,0.6923076923076923,57,50cc50rnd,100un,medium,0
Auto & Motorrad | Kleidung & Accessoires,0.0,52,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Möbel & Wohnen,0.0,40,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Gesundheit & Pflege,0.7692307692307693,38,50cc50rnd,100un,medium,0
Elektronik & Computer | Kosmetik & Drogerie,0.0,36,50cc50rnd,100un,medium,0
Elektronik & Computer | Werkzeug & Baumarkt,0.5,34,50cc50rnd,100un,medium,0
Elektronik & Computer | Sport & Freizeit,0.0,34,50cc50rnd,100un,medium,0
Auto & Motorrad | Möbel & Wohnen,0.0,33,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Kosmetik & Drogerie,0.625,31,50cc50rnd,100un,medium,0
Elektronik & Computer | Spielzeug & Baby,0.0,30,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Sport & Freizeit,0.6666666666666666,27,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Werkzeug & Baumarkt,0.0,22,50cc50rnd,100un,medium,0
Sport & Freizeit | Werkzeug & Baumarkt,0.0,20,50cc50rnd,100un,medium,0
Spielzeug & Baby | Sport & Freizeit,0.0,19,50cc50rnd,100un,medium,0
Elektronik & Computer | Gesundheit & Pflege,0.0,15,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Sport & Freizeit,0.0,14,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Spielzeug & Baby,0.0,13,50cc50rnd,100un,medium,0
Auto & Motorrad | Sport & Freizeit,1.0,13,50cc50rnd,100un,medium,0
Bürobedarf | Kleidung & Accessoires,0.0,13,50cc50rnd,100un,medium,0
Bürobedarf | Möbel & Wohnen,0.3333333333333333,12,50cc50rnd,100un,medium,0
Bürobedarf | Elektronik & Computer,1.0,11,50cc50rnd,100un,medium,0
Auto & Motorrad | Kosmetik & Drogerie,0.0,11,50cc50rnd,100un,medium,0
Auto & Motorrad | Elektronik & Computer,0.0,9,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,0
Spielzeug & Baby | Werkzeug & Baumarkt,0.0,8,50cc50rnd,100un,medium,0
Auto & Motorrad | Spielzeug & Baby,0.0,7,50cc50rnd,100un,medium,0
Auto & Motorrad | Gesundheit & Pflege,0.0,7,50cc50rnd,100un,medium,0
Auto & Motorrad | Werkzeug & Baumarkt,0.0,7,50cc50rnd,100un,medium,0
Lebensmittel & Getränke | Möbel & Wohnen,1.0,6,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Kleidung & Accessoires",1.0,6,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Spielzeug & Baby,0.0,6,50cc50rnd,100un,medium,0
Bürobedarf | Sport & Freizeit,0.0,6,50cc50rnd,100un,medium,0
Bürobedarf | Kosmetik & Drogerie,0.0,5,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Möbel & Wohnen",0.0,5,50cc50rnd,100un,medium,0
Lebensmittel & Getränke | Sport & Freizeit,0.0,5,50cc50rnd,100un,medium,0
Bürobedarf | Gesundheit & Pflege,0.0,3,50cc50rnd,100un,medium,0
Bürobedarf | Werkzeug & Baumarkt,0.0,3,50cc50rnd,100un,medium,0
Kosmetik & Drogerie | Lebensmittel & Getränke,1.0,3,50cc50rnd,100un,medium,0
Elektronik & Computer | Lebensmittel & Getränke,0.0,3,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Elektronik & Computer",0.0,2,50cc50rnd,100un,medium,0
Auto & Motorrad | Bürobedarf,0.0,2,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Gesundheit & Pflege",0.0,2,50cc50rnd,100un,medium,0
Bürobedarf | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Bücher, Filme & Musik",1.0,1,50cc50rnd,100un,medium,0
Gesundheit & Pflege | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,0
Lebensmittel & Getränke | Spielzeug & Baby,0.0,1,50cc50rnd,100un,medium,0
Auto & Motorrad | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,0
"Auto & Motorrad | Bücher, Filme & Musik",0.0,1,50cc50rnd,100un,medium,0
Bürobedarf | Spielzeug & Baby,1.0,1,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Bürobedarf",0.0,1,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Spielzeug & Baby",0.0,1,50cc50rnd,100un,medium,0
"Bücher, Filme & Musik | Werkzeug & Baumarkt",0.0,1,50cc50rnd,100un,medium,0
Bürobedarf | Bürobedarf,1.0,1,50cc50rnd,100un,medium,0
Kleidung & Accessoires | Lebensmittel & Getränke,0.0,1,50cc50rnd,100un,medium,0
Möbel & Wohnen | Möbel & Wohnen,0.5980066445182725,847,80cc20rnd,050un,large,1
Kleidung & Accessoires | Kleidung & Accessoires,0.44594594594594594,828,80cc20rnd,050un,large,1
Kleidung & Accessoires | Möbel & Wohnen,0.16666666666666666,350,80cc20rnd,050un,large,1
Elektronik & Computer | Möbel & Wohnen,0.8085106382978723,241,80cc20rnd,050un,large,1
Kleidung & Accessoires | Sport & Freizeit,0.6,192,80cc20rnd,050un,large,1
Möbel & Wohnen | Werkzeug & Baumarkt,0.6857142857142857,160,80cc20rnd,050un,large,1
Sport & Freizeit | Sport & Freizeit,0.47058823529411764,153,80cc20rnd,050un,large,1
Elektronik & Computer | Elektronik & Computer,0.8709677419354839,144,80cc20rnd,050un,large,1
Werkzeug & Baumarkt | Werkzeug & Baumarkt,0.8076923076923077,137,80cc20rnd,050un,large,1
Elektronik & Computer | Kleidung & Accessoires,0.6666666666666666,125,80cc20rnd,050un,large,1
Möbel & Wohnen | Sport & Freizeit,0.5,106,80cc20rnd,050un,large,1
Spielzeug & Baby | Spielzeug & Baby,0.7727272727272727,73,80cc20rnd,050un,large,1
Kleidung & Accessoires | Werkzeug & Baumarkt,0.0,70,80cc20rnd,050un,large,1
Elektronik & Computer | Sport & Freizeit,0.7692307692307693,62,80cc20rnd,050un,large,1
Kosmetik & Drogerie | Kosmetik & Drogerie,0.45454545454545453,60,80cc20rnd,050un,large,1
Kleidung & Accessoires | Spielzeug & Baby,0.0,58,80cc20rnd,050un,large,1
Möbel & Wohnen | Spielzeug & Baby,0.7272727272727273,58,80cc20rnd,050un,large,1
Auto & Motorrad | Auto & Motorrad,0.631578947368421,55,80cc20rnd,050un,large,1
Kosmetik & Drogerie | Möbel & Wohnen,0.5714285714285714,48,80cc20rnd,050un,large,1
Auto & Motorrad | Kleidung & Accessoires,0.0,47,80cc20rnd,050un,large,1
Elektronik & Computer | Werkzeug & Baumarkt,0.0,46,80cc20rnd,050un,large,1
